timestamp,CPU_USAGE,QUEUE_ID,CU,QUEUE_TYPE,MEM_USAGE,LJOB,RJOB
1590683100000,4,3,16,2,55,1,0
1590683400000,8,3,16,2,55,1,0
1590683700000,6,3,16,2,55,1,0
1590684000000,2,3,16,2,55,1,0
1590684120000,1,3,16,2,55,1,0
1590684420000,2,3,16,2,55,1,0
1590684720000,3,3,16,2,54,1,0
1590685020000,2,3,16,2,55,1,0
1590685320000,4,3,16,2,55,1,0
1590685620000,4,3,16,2,55,1,0
1590685980000,8,3,16,2,55,2,0
1590686280000,2,3,16,2,55,2,0
1590686580000,3,3,16,2,55,2,0
1590686880000,3,3,16,2,55,2,0
1590687180000,6,3,16,2,55,2,0
1590687480000,5,3,16,2,55,2,0
1590687780000,3,3,16,2,55,2,0
1590688080000,3,3,16,2,55,2,0
1590688380000,3,3,16,2,55,2,0
1590688740000,2,3,16,2,55,2,0
1590689040000,9,3,16,2,55,2,0
1590689340000,3,3,16,2,55,2,0
1590689640000,2,3,16,2,55,2,0
1590689940000,2,3,16,2,55,2,0
1590690240000,4,3,16,2,55,2,0
1590690540000,3,3,16,2,55,2,0
1590690840000,3,3,16,2,55,2,0
1590691200000,3,3,16,2,55,3,0
1590691500000,2,3,16,2,55,2,0
1590691800000,4,3,16,2,55,2,0
1590692100000,4,3,16,2,55,2,0
1590692400000,7,3,16,2,55,2,0
1590692700000,2,3,16,2,55,1,0
1590693000000,2,3,16,2,55,1,0
1590693300000,2,3,16,2,55,1,0
1590693600000,3,3,16,2,55,1,0
1590693960000,3,3,16,2,55,1,0
1590694260000,6,3,16,2,55,1,0
1590694560000,2,3,16,2,55,1,0
1590694860000,6,3,16,2,55,1,0
1590695160000,4,3,16,2,55,1,0
1590695460000,2,3,16,2,55,1,0
1590695760000,3,3,16,2,55,1,0
1590696060000,2,3,16,2,55,1,0
1590696360000,4,3,16,2,55,1,0
1590696720000,2,3,16,2,55,1,0
1590697020000,2,3,16,2,55,1,0
1590697320000,4,3,16,2,55,1,0
1590697620000,3,3,16,2,55,0,0
1590697920000,4,3,16,2,55,0,0
1590698220000,1,3,16,2,55,0,0
1590698520000,2,3,16,2,55,0,0
1590698820000,2,3,16,2,55,0,0
1590699120000,2,3,16,2,55,0,0
1590699480000,3,3,16,2,55,0,0
1590699780000,3,3,16,2,55,0,0
1590700080000,3,3,16,2,55,0,0
1590700380000,3,3,16,2,55,0,0
1590700680000,2,3,16,2,55,0,0
1590700980000,8,3,16,2,55,0,0
1590701280000,2,3,16,2,56,0,0
1590701580000,3,3,16,2,55,0,0
1590701880000,8,3,16,2,55,0,0
1590702240000,2,3,16,2,55,0,0
1590702540000,3,3,16,2,55,0,0
1590702840000,2,3,16,2,55,0,0
1590703140000,3,3,16,2,55,0,0
1590703440000,3,3,16,2,55,0,0
1590703740000,2,3,16,2,55,0,0
1590704040000,6,3,16,2,55,0,0
1590704340000,6,3,16,2,55,0,0
1590704640000,3,3,16,2,56,0,0
1590704940000,2,3,16,2,55,0,0
1590705300000,3,3,16,2,55,0,0
1590705600000,5,3,16,2,55,0,0
1590705900000,3,3,16,2,55,0,0
