timestamp,CPU_USAGE,QUEUE_ID,CU,QUEUE_TYPE,MEM_USAGE,LJOB,RJOB
1590683100000,3,4,16,0,46,1,0
1590683400000,2,4,16,0,47,0,0
1590683700000,3,4,16,0,47,0,0
1590684000000,3,4,16,0,47,0,0
1590684120000,3,4,16,0,47,0,0
1590684420000,6,4,16,0,46,0,0
1590684720000,2,4,16,0,46,0,0
1590685020000,3,4,16,0,46,0,0
1590685320000,3,4,16,0,46,0,0
1590685620000,3,4,16,0,46,0,0
1590685980000,4,4,16,0,47,0,0
1590686280000,2,4,16,0,47,0,0
1590686580000,3,4,16,0,47,0,0
1590686880000,4,4,16,0,46,0,0
1590687180000,9,4,16,0,46,0,0
1590687480000,2,4,16,0,47,0,0
1590687780000,4,4,16,0,47,0,0
1590688080000,5,4,16,0,46,0,0
1590688380000,7,4,16,0,46,0,0
1590688740000,11,4,16,0,46,0,0
1590689040000,3,4,16,0,47,0,0
1590689340000,6,4,16,0,47,0,0
1590689640000,6,4,16,0,46,0,0
1590689940000,2,4,16,0,47,0,0
1590690240000,2,4,16,0,47,0,0
1590690540000,3,4,16,0,47,0,0
1590690840000,3,4,16,0,47,0,0
1590691200000,2,4,16,0,47,0,0
1590691500000,2,4,16,0,47,0,0
1590691800000,5,4,16,0,47,0,0
1590692100000,9,4,16,0,47,0,0
1590692400000,2,4,16,0,47,0,0
1590692700000,3,4,16,0,47,0,0
1590693000000,5,4,16,0,47,0,0
1590693300000,4,4,16,0,47,0,0
1590693600000,3,4,16,0,47,0,0
1590693960000,8,4,16,0,47,0,0
1590694260000,3,4,16,0,47,0,0
1590694560000,7,4,16,0,47,0,0
1590694860000,2,4,16,0,47,0,0
1590695160000,10,4,16,0,47,0,0
1590695460000,7,4,16,0,47,0,0
1590695760000,2,4,16,0,47,0,0
1590696060000,3,4,16,0,47,0,0
1590696360000,3,4,16,0,47,0,0
1590696720000,2,4,16,0,47,0,0
1590697020000,4,4,16,0,47,0,0
1590697320000,4,4,16,0,47,0,0
1590697620000,2,4,16,0,47,0,0
1590697920000,3,4,16,0,47,0,0
1590698220000,6,4,16,0,47,0,0
1590698520000,3,4,16,0,47,0,0
1590698820000,3,4,16,0,47,0,0
1590699120000,3,4,16,0,47,0,0
1590699480000,3,4,16,0,47,0,0
1590699780000,3,4,16,0,47,0,0
1590700080000,3,4,16,0,47,0,0
1590700380000,2,4,16,0,47,0,0
1590700680000,5,4,16,0,47,0,0
1590700980000,3,4,16,0,47,0,0
1590701280000,2,4,16,0,47,0,0
1590701580000,3,4,16,0,47,0,0
1590701880000,5,4,16,0,47,0,0
1590702240000,4,4,16,0,47,0,0
1590702540000,9,4,16,0,47,0,0
1590702840000,4,4,16,0,47,0,0
1590703140000,2,4,16,0,47,0,0
1590703440000,2,4,16,0,47,0,0
1590703740000,2,4,16,0,47,0,0
1590704040000,4,4,16,0,47,0,0
1590704340000,3,4,16,0,47,0,0
1590704640000,4,4,16,0,47,0,0
1590704940000,3,4,16,0,47,0,0
1590705300000,7,4,16,0,47,0,0
1590705600000,11,4,16,0,47,0,0
1590705900000,2,4,16,0,47,0,0
1590706200000,3,4,16,0,47,0,0
1590706500000,2,4,16,0,47,0,0
1590706800000,3,4,16,0,47,0,0
1590707100000,3,4,16,0,47,0,0
1590707400000,3,4,16,0,47,0,0
1590707700000,3,4,16,0,47,0,0
1590708060000,8,4,16,0,47,0,0
1590708360000,8,4,16,0,47,0,0
1590708660000,2,4,16,0,47,0,0
1590708960000,2,4,16,0,47,0,0
1590709260000,3,4,16,0,47,0,0
1590709560000,3,4,16,0,47,0,0
1590709860000,7,4,16,0,47,0,0
1590710160000,3,4,16,0,47,0,0
1590710520000,2,4,16,0,47,0,0
1590710820000,3,4,16,0,47,0,0
1590711120000,9,4,16,0,47,0,0
1590711420000,3,4,16,0,47,0,0
1590711720000,3,4,16,0,47,0,0
1590712020000,8,4,16,0,47,0,0
1590712320000,3,4,16,0,47,0,0
1590712620000,4,4,16,0,47,0,0
1590712920000,6,4,16,0,47,0,0
1590713280000,3,4,16,0,47,0,0
1590713580000,3,4,16,0,47,0,0
1590713880000,2,4,16,0,47,0,0
1590714180000,4,4,16,0,47,0,0
1590714480000,2,4,16,0,47,0,0
1590714780000,3,4,16,0,47,0,0
1590715080000,2,4,16,0,47,0,0
1590715380000,5,4,16,0,47,0,0
1590715680000,6,4,16,0,47,0,0
1590715980000,2,4,16,0,47,0,0
1590716340000,2,4,16,0,47,0,0
1590716640000,3,4,16,0,47,0,0
1590716940000,3,4,16,0,47,0,0
1590717240000,4,4,16,0,47,0,0
1590717540000,5,4,16,0,47,0,0
1590717840000,2,4,16,0,47,0,0
1590718140000,3,4,16,0,47,0,0
1590718440000,2,4,16,0,47,0,0
1590718740000,2,4,16,0,47,0,0
1590719100000,2,4,16,0,47,0,0
1590719400000,4,4,16,0,47,0,0
1590719700000,3,4,16,0,47,0,0
1590720000000,7,4,16,0,47,0,0
1590720300000,2,4,16,0,47,0,0
1590720600000,2,4,16,0,47,0,0
1590720900000,5,4,16,0,47,0,0
1590721200000,2,4,16,0,47,0,0
1590721500000,4,4,16,0,47,0,0
1590721860000,2,4,16,0,47,0,0
1590722160000,5,4,16,0,47,0,0
1590722460000,4,4,16,0,47,0,0
1590722760000,3,4,16,0,47,0,0
1590723060000,1,4,16,0,47,0,0
1590723360000,5,4,16,0,47,0,0
1590723660000,6,4,16,0,47,0,0
1590723960000,3,4,16,0,47,0,0
1590724260000,3,4,16,0,47,0,0
1590724620000,3,4,16,0,47,0,0
1590724920000,3,4,16,0,47,0,0
1590725220000,2,4,16,0,47,0,0
1590725520000,3,4,16,0,47,0,0
1590725820000,1,4,16,0,47,0,0
1590726120000,2,4,16,0,47,0,0
1590726420000,5,4,16,0,47,0,0
1590726720000,3,4,16,0,47,0,0
1590727020000,7,4,16,0,47,0,0
1590727320000,8,4,16,0,47,0,0
1590727680000,2,4,16,0,47,0,0
1590727980000,2,4,16,0,47,0,0
1590728280000,4,4,16,0,47,0,0
1590728580000,5,4,16,0,47,0,0
1590728880000,3,4,16,0,47,0,0
1590729180000,3,4,16,0,47,0,0
1590729480000,2,4,16,0,47,0,0
1590729780000,10,4,16,0,47,0,0
1590730080000,3,4,16,0,47,0,0
1590730380000,3,4,16,0,47,0,0
1590730740000,2,4,16,0,47,0,0
1590731040000,2,4,16,0,47,0,0
1590731340000,2,4,16,0,47,0,0
1590731640000,2,4,16,0,47,0,0
1590731940000,3,4,16,0,47,0,0
1590732240000,4,4,16,0,47,0,0
1590732540000,6,4,16,0,47,0,0
1590732840000,3,4,16,0,47,0,0
1590733140000,6,4,16,0,47,0,0
1590733500000,4,4,16,0,47,0,0
1590733800000,4,4,16,0,47,0,0
1590734100000,6,4,16,0,47,0,0
1590734400000,2,4,16,0,47,0,0
1590734700000,4,4,16,0,47,0,0
1590735000000,6,4,16,0,47,0,0
1590735300000,6,4,16,0,47,0,0
1590735600000,3,4,16,0,47,0,0
1590735900000,3,4,16,0,47,0,0
1590736260000,3,4,16,0,47,0,0
1590736560000,2,4,16,0,47,0,0
1590736860000,3,4,16,0,47,0,0
1590737160000,3,4,16,0,47,0,0
1590737460000,2,4,16,0,47,0,0
1590737760000,4,4,16,0,47,0,0
1590738060000,3,4,16,0,47,0,0
1590738360000,3,4,16,0,47,0,0
1590738660000,3,4,16,0,47,0,0
1590739020000,3,4,16,0,47,0,0
1590739320000,2,4,16,0,47,0,0
1590739620000,4,4,16,0,47,0,0
1590739920000,1,4,16,0,47,0,0
1590740220000,3,4,16,0,47,0,0
1590740520000,2,4,16,0,47,0,0
1590740820000,6,4,16,0,48,0,0
1590741120000,5,4,16,0,48,0,0
1590741420000,8,4,16,0,48,0,0
1590741780000,1,4,16,0,48,0,0
1590742080000,1,4,16,0,48,0,0
1590742380000,4,4,16,0,47,0,0
1590742680000,5,4,16,0,47,0,0
1590742980000,7,4,16,0,47,0,0
1590743280000,2,4,16,0,47,0,0
1590743580000,2,4,16,0,47,0,0
1590743880000,4,4,16,0,48,0,0
1590744180000,3,4,16,0,47,0,0
1590744480000,3,4,16,0,47,0,0
1590744840000,3,4,16,0,47,0,0
1590745140000,3,4,16,0,47,0,0
1590745440000,3,4,16,0,47,0,0
1590745740000,8,4,16,0,47,0,0
1590746040000,3,4,16,0,47,0,0
1590746340000,3,4,16,0,47,0,0
1590746640000,2,4,16,0,47,0,0
1590746940000,3,4,16,0,47,0,0
1590747240000,4,4,16,0,47,0,0
1590747540000,3,4,16,0,47,0,0
1590747840000,3,4,16,0,47,0,0
1590748140000,2,4,16,0,47,0,0
1590748500000,4,4,16,0,47,0,0
1590748800000,2,4,16,0,47,0,0
1590749100000,2,4,16,0,47,0,0
1590749400000,3,4,16,0,47,0,0
1590749700000,3,4,16,0,47,0,0
1590750000000,6,4,16,0,47,0,0
1590750300000,2,4,16,0,47,0,0
1590750600000,2,4,16,0,47,0,0
1590750900000,3,4,16,0,47,0,0
1590751200000,3,4,16,0,47,0,0
1590751500000,4,4,16,0,47,0,0
1590751800000,5,4,16,0,47,0,0
1590752100000,2,4,16,0,47,0,0
1590752460000,4,4,16,0,47,0,0
1590752760000,2,4,16,0,47,0,0
1590753060000,5,4,16,0,47,0,0
1590753360000,2,4,16,0,47,0,0
1590753660000,9,4,16,0,47,0,0
1590753960000,3,4,16,0,47,0,0
1590754260000,3,4,16,0,47,0,0
1590754560000,5,4,16,0,47,0,0
1590754860000,3,4,16,0,47,0,0
1590755160000,2,4,16,0,47,0,0
1590755460000,3,4,16,0,47,0,0
1590755760000,2,4,16,0,47,0,0
1590756060000,2,4,16,0,47,0,0
1590756420000,3,4,16,0,47,0,0
1590756720000,3,4,16,0,47,0,0
1590757020000,2,4,16,0,47,0,0
1590757320000,6,4,16,0,47,0,0
1590757620000,3,4,16,0,47,0,0
1590757920000,5,4,16,0,47,0,0
1590758220000,3,4,16,0,47,0,0
1590758520000,3,4,16,0,47,0,0
1590758820000,2,4,16,0,47,0,0
1590759120000,3,4,16,0,47,0,0
1590759420000,7,4,16,0,47,0,0
1590759720000,3,4,16,0,47,0,0
1590760020000,3,4,16,0,47,0,0
1590760320000,3,4,16,0,47,0,0
1590760680000,2,4,16,0,47,0,0
1590760980000,2,4,16,0,47,0,0
1590761280000,3,4,16,0,47,0,0
1590761580000,2,4,16,0,47,0,0
1590761880000,3,4,16,0,47,0,0
1590762180000,2,4,16,0,47,0,0
