timestamp,CPU_USAGE,QUEUE_ID,CU,QUEUE_TYPE,MEM_USAGE,LJOB,RJOB
1591340040000,0,85153,64,0,0,1,0
1591340400000,10,85153,64,0,10,0,1
1591340760000,4,85153,64,0,10,0,1
1591341120000,0,85153,64,0,4,0,0
1591341480000,8,85153,64,0,9,0,1
1591341840000,0,85153,64,0,4,0,0
1591342200000,0,85153,64,0,4,0,0
1591342560000,0,85153,64,0,4,0,1
1591342920000,1,85153,64,0,4,0,14
1591343280000,0,85153,64,0,5,0,2
1591343640000,0,85153,64,0,5,0,0
1591344000000,1,85153,64,0,5,0,11
1591344420000,3,85153,64,0,7,0,2
1591344780000,1,85153,64,0,6,0,2
1591345140000,0,85153,64,0,6,0,2
1591345500000,0,85153,64,0,6,0,0
1591345860000,0,85153,64,0,6,0,0
1591346280000,0,85153,64,0,6,0,0
1591346640000,0,85153,64,0,6,0,0
1591347060000,0,85153,64,0,6,0,0
1591347420000,0,85153,64,0,6,0,0
1591347840000,0,85153,64,0,6,0,0
1591348260000,0,85153,64,0,6,0,0
1591348620000,0,85153,64,0,6,0,1
1591349040000,2,85153,64,0,7,0,1
1591349400000,2,85153,64,0,7,0,1
1591349760000,0,85153,64,0,7,0,0
1591350120000,1,85153,64,0,7,0,0
1591350480000,1,85153,64,0,7,0,0
1591350840000,0,85153,64,0,7,0,0
1591351200000,1,85153,64,0,7,0,0
1591351620000,1,85153,64,0,7,0,0
1591351980000,0,85153,64,0,7,0,0
1591352340000,2,85153,64,0,7,0,0
1591352700000,1,85153,64,0,7,0,0
1591353060000,0,85153,64,0,7,0,0
1591353420000,1,85153,64,0,7,0,0
1591353840000,1,85153,64,0,7,0,0
1591354200000,1,85153,64,0,7,0,0
1591354560000,0,85153,64,0,7,0,0
1591354920000,2,85153,64,0,7,0,0
1591355280000,0,85153,64,0,7,0,0
1591355640000,0,85153,64,0,7,0,0
1591356060000,1,85153,64,0,8,0,1
1591356540000,9,85153,64,0,14,0,0
1591356960000,2,85153,64,0,10,0,1
1591357440000,4,85153,64,0,11,0,1
1591357860000,7,85153,64,0,12,0,1
1591358280000,4,85153,64,0,14,0,1
1591358640000,3,85153,64,0,13,0,1
1591359060000,5,85153,64,0,16,0,0
1591359420000,1,85153,64,0,14,0,2
1591359840000,0,85153,64,0,9,0,0
1591360200000,0,85153,64,0,9,0,0
1591360620000,0,85153,64,0,9,0,0
1591360980000,13,85153,64,0,15,0,1
1591361340000,1,85153,64,0,15,0,0
1591361700000,0,85153,64,0,10,0,0
1591362120000,4,85153,64,0,15,0,1
1591362600000,1,85153,64,0,16,0,2
1591363140000,1,85153,64,0,10,0,0
1591363620000,0,85153,64,0,10,0,0
1591364100000,6,85153,64,0,18,0,1
1591364520000,5,85153,64,0,15,0,1
1591364880000,18,85153,64,0,16,0,1
1591365240000,11,85153,64,0,19,0,1
1591365600000,20,85153,64,0,21,0,0
1591366020000,13,85153,64,0,19,0,2
1591366380000,6,85153,64,0,18,0,1
1591366740000,9,85153,64,0,15,0,1
1591367100000,17,85153,64,0,15,0,1
1591367460000,11,85153,64,0,15,0,1
1591367820000,19,85153,64,0,33,0,0
1591368180000,31,85153,64,0,25,0,1
1591368540000,4,85153,64,0,29,0,0
1591368900000,2,85153,64,0,29,0,0
1591369260000,2,85153,64,0,29,0,0
1591369620000,2,85153,64,0,27,0,2
1591369980000,9,85153,64,0,16,0,1
1591370340000,47,85153,64,0,38,0,0
1591370700000,22,85153,64,0,22,0,1
1591371060000,2,85153,64,0,16,0,0
1591371420000,7,85153,64,0,15,0,0
1591371840000,5,85153,64,0,15,0,0
1591372200000,16,85153,64,0,18,0,1
1591372560000,7,85153,64,0,15,0,1
1591372920000,21,85153,64,0,18,0,1
1591373280000,16,85153,64,0,20,0,1
1591373640000,51,85153,64,0,35,0,3
1591374000000,17,85153,64,0,23,0,1
1591374360000,15,85153,64,0,16,0,4
