timestamp,CPU_USAGE,QUEUE_ID,CU,QUEUE_TYPE,MEM_USAGE,LJOB,RJOB
1593599340000,61,85693,16,0,7,1,5
1593599700000,9,85693,16,0,13,1,4
1593600060000,9,85693,16,0,10,0,0
1593600420000,3,85693,16,0,10,0,0
1593600780000,7,85693,16,0,14,0,0
1593601080000,3,85693,16,0,13,0,0
1593601440000,7,85693,16,0,10,0,0
1593601860000,2,85693,16,0,10,0,0
1593602220000,3,85693,16,0,10,0,0
1593602580000,3,85693,16,0,10,0,0
1593602940000,2,85693,16,0,11,0,0
1593603300000,6,85693,16,0,11,0,0
1593603660000,6,85693,16,0,11,0,0
1593603960000,2,85693,16,0,12,0,1
1593604320000,7,85693,16,0,15,0,0
1593604680000,3,85693,16,0,11,0,0
1593605040000,2,85693,16,0,11,0,0
1593605400000,2,85693,16,0,11,0,0
1593605760000,3,85693,16,0,11,0,0
1593606120000,3,85693,16,0,11,0,0
1593606480000,3,85693,16,0,11,0,0
1593606840000,3,85693,16,0,11,0,0
1593607200000,2,85693,16,0,11,0,0
1593607560000,1,85693,16,0,11,0,0
1593607920000,2,85693,16,0,11,0,0
1593608220000,2,85693,16,0,11,0,0
1593608640000,1,85693,16,0,11,0,0
1593609000000,3,85693,16,0,11,0,0
1593609360000,2,85693,16,0,11,0,0
1593609720000,2,85693,16,0,11,0,0
1593610080000,2,85693,16,0,11,0,0
1593610380000,3,85693,16,0,12,0,3
1593610740000,13,85693,16,0,16,0,1
1593611100000,5,85693,16,0,15,0,1
1593611460000,2,85693,16,0,12,0,0
1593611820000,2,85693,16,0,12,0,0
1593612180000,1,85693,16,0,12,0,0
1593612540000,2,85693,16,0,12,0,0
1593612900000,3,85693,16,0,12,0,0
1593613260000,3,85693,16,0,12,0,0
1593613620000,2,85693,16,0,12,0,0
1593613920000,2,85693,16,0,12,0,0
1593614280000,1,85693,16,0,12,0,0
1593614640000,3,85693,16,0,12,0,0
1593615000000,5,85693,16,0,12,0,0
