timestamp,CPU_USAGE,QUEUE_ID,CU,QUEUE_TYPE,MEM_USAGE,LJOB,RJOB
1596017460000,3,291,1024,2,2,1,1
1596017760000,0,291,1024,2,2,0,0
1596018060000,0,291,1024,2,2,0,0
1596018360000,0,291,1024,2,2,0,0
1596018660000,0,291,1024,2,2,0,0
1596018960000,0,291,1024,2,2,0,0
1596019320000,0,291,1024,2,2,0,0
1596019620000,0,291,1024,2,2,0,0
1596019920000,0,291,1024,2,2,4,1
1596020220000,1,291,1024,2,3,0,0
1596020520000,0,291,1024,2,3,0,0
1596020820000,0,291,1024,2,3,0,0
1596021120000,0,291,1024,2,3,0,0
1596021420000,0,291,1024,2,3,0,0
1596021720000,0,291,1024,2,3,0,0
1596022020000,0,291,1024,2,3,0,0
1596022380000,0,291,1024,2,3,0,0
1596022680000,0,291,1024,2,3,0,0
1596022980000,0,291,1024,2,3,0,0
1596023280000,0,291,1024,2,3,0,0
1596023580000,0,291,1024,2,3,0,0
1596023880000,0,291,1024,2,3,0,0
1596024180000,0,291,1024,2,3,0,0
1596024480000,0,291,1024,2,3,0,0
1596024780000,0,291,1024,2,3,0,0
1596025080000,1,291,1024,2,3,0,0
1596025440000,0,291,1024,2,3,0,0
1596025740000,0,291,1024,2,3,0,0
1596026040000,0,291,1024,2,3,0,0
1596026340000,0,291,1024,2,3,0,0
1596026640000,0,291,1024,2,3,5,0
1596026940000,0,291,1024,2,3,5,0
1596027240000,0,291,1024,2,3,5,0
1596027540000,1,291,1024,2,3,0,0
1596027840000,0,291,1024,2,3,0,0
1596028200000,0,291,1024,2,3,0,0
1596028500000,0,291,1024,2,3,0,0
1596028800000,0,291,1024,2,3,0,0
1596029100000,0,291,1024,2,3,0,0
1596029400000,0,291,1024,2,3,0,0
1596029700000,0,291,1024,2,3,0,0
1596030000000,0,291,1024,2,3,0,0
1596030300000,0,291,1024,2,3,0,0
1596030660000,0,291,1024,2,3,0,0
1596030960000,0,291,1024,2,3,0,0
1596031260000,0,291,1024,2,3,0,0
1596031560000,0,291,1024,2,3,0,0
1596031860000,1,291,1024,2,3,0,0
1596032160000,0,291,1024,2,3,0,0
1596032460000,0,291,1024,2,3,0,0
1596032760000,0,291,1024,2,3,0,0
1596033120000,0,291,1024,2,3,0,0
1596033420000,0,291,1024,2,3,0,0
1596033720000,0,291,1024,2,3,0,0
1596034020000,0,291,1024,2,3,0,0
1596034320000,0,291,1024,2,3,0,0
1596034620000,0,291,1024,2,3,0,0
1596034920000,0,291,1024,2,3,0,0
1596035220000,1,291,1024,2,3,0,0
1596035520000,0,291,1024,2,3,0,0
1596035880000,0,291,1024,2,3,0,0
1596036180000,0,291,1024,2,3,0,0
1596036480000,0,291,1024,2,3,0,0
1596036780000,0,291,1024,2,3,0,0
1596037080000,0,291,1024,2,3,0,0
1596037380000,1,291,1024,2,3,0,0
1596037680000,0,291,1024,2,3,0,0
1596037980000,0,291,1024,2,3,0,0
1596038340000,0,291,1024,2,3,0,0
1596038640000,0,291,1024,2,3,0,0
1596038940000,0,291,1024,2,3,0,0
1596039240000,1,291,1024,2,3,0,0
1596039540000,0,291,1024,2,3,0,0
1596039840000,0,291,1024,2,3,0,0
1596040140000,1,291,1024,2,3,0,0
1596040440000,0,291,1024,2,12,4,0
1596040740000,0,291,1024,2,15,0,0
1596041100000,0,291,1024,2,15,0,0
1596041400000,0,291,1024,2,15,0,0
1596041700000,0,291,1024,2,15,4,1
1596042000000,0,291,1024,2,15,4,0
1596042300000,0,291,1024,2,15,0,0
1596042600000,0,291,1024,2,15,0,0
1596042900000,1,291,1024,2,15,0,0
1596043200000,0,291,1024,2,15,0,0
1596043560000,1,291,1024,2,15,0,0
1596043860000,1,291,1024,2,15,0,0
1596044160000,0,291,1024,2,15,0,0
1596044460000,0,291,1024,2,15,0,0
1596044760000,1,291,1024,2,15,0,0
1596045060000,1,291,1024,2,15,0,0
1596045360000,1,291,1024,2,15,0,0
1596045660000,0,291,1024,2,15,0,0
1596046020000,1,291,1024,2,15,0,0
1596046320000,1,291,1024,2,15,0,0
1596046620000,0,291,1024,2,15,0,0
1596046920000,0,291,1024,2,15,0,0
1596047220000,0,291,1024,2,15,0,0
1596047520000,0,291,1024,2,15,0,0
1596047820000,1,291,1024,2,15,0,0
1596048120000,1,291,1024,2,15,0,0
1596048420000,0,291,1024,2,15,0,0
1596048720000,0,291,1024,2,15,0,0
1596049080000,0,291,1024,2,15,0,0
1596049380000,0,291,1024,2,15,4,1
1596049680000,0,291,1024,2,15,4,1
1596049980000,0,291,1024,2,15,4,1
1596050280000,0,291,1024,2,15,4,1
1596050580000,0,291,1024,2,15,4,1
1596050880000,0,291,1024,2,15,4,1
1596051180000,0,291,1024,2,15,4,1
1596051480000,1,291,1024,2,15,4,1
1596051840000,0,291,1024,2,15,4,1
1596052140000,0,291,1024,2,15,4,1
1596052440000,0,291,1024,2,15,4,0
1596052740000,0,291,1024,2,15,0,0
1596053040000,1,291,1024,2,15,0,0
1596053340000,1,291,1024,2,15,0,0
1596053640000,0,291,1024,2,15,0,0
1596053940000,1,291,1024,2,15,0,0
1596054240000,0,291,1024,2,15,0,0
1596054540000,0,291,1024,2,15,0,0
1596054840000,0,291,1024,2,15,0,0
1596055200000,1,291,1024,2,15,0,0
1596055500000,0,291,1024,2,15,0,0
1596055800000,1,291,1024,2,15,0,0
1596056100000,0,291,1024,2,15,0,0
1596056400000,0,291,1024,2,15,0,0
1596056700000,0,291,1024,2,15,0,0
1596057000000,0,291,1024,2,15,0,0
1596057300000,0,291,1024,2,15,0,0
1596057600000,0,291,1024,2,15,0,0
1596057900000,0,291,1024,2,15,0,0
1596058260000,0,291,1024,2,15,0,0
1596058560000,0,291,1024,2,15,0,0
1596058860000,0,291,1024,2,15,0,0
1596059160000,1,291,1024,2,15,0,0
1596059460000,0,291,1024,2,15,0,0
1596059760000,0,291,1024,2,15,0,0
1596060060000,1,291,1024,2,15,0,0
1596060360000,0,291,1024,2,15,0,0
1596060660000,0,291,1024,2,12,0,0
1596060960000,0,291,1024,2,2,4,0
1596061320000,0,291,1024,2,2,0,0
1596061620000,0,291,1024,2,2,0,0
1596061920000,0,291,1024,2,2,0,0
1596062220000,0,291,1024,2,2,0,0
1596062520000,0,291,1024,2,2,0,0
1596062820000,0,291,1024,2,2,0,0
