timestamp,QUEUE_ID,CU,STATUS,QUEUE_TYPE,PLATFORM,CPU_USAGE,MEM_USAGE,LJOB,RJOB,SJOB,CJOB,FJOB,RESOURCE_TYPE,DISK_USAGE
1593599340000,85693,16,2,0,1,61,7,1,5,3,0,6,1,26.0
1593599700000,85693,16,2,0,1,9,13,1,4,1,0,6,1,26.0
1593600060000,85693,16,2,0,1,9,10,0,0,0,0,0,1,26.0
1593600420000,85693,16,2,0,1,3,10,0,0,0,0,0,1,26.0
1593600780000,85693,16,2,0,1,7,14,0,0,0,0,0,1,26.0
1593601080000,85693,16,2,0,1,3,13,0,0,1,0,6,1,26.0
1593601440000,85693,16,2,0,1,7,10,0,0,0,0,0,1,26.0
1593601860000,85693,16,2,0,1,2,10,0,0,0,0,0,1,26.0
1593602220000,85693,16,2,0,1,3,10,0,0,0,0,0,1,26.0
1593602580000,85693,16,2,0,1,3,10,0,0,0,0,0,1,26.0
1593602940000,85693,16,2,0,1,2,11,0,0,0,0,0,1,26.0
1593603300000,85693,16,2,0,1,6,11,0,0,0,0,0,1,26.0
1593603660000,85693,16,2,0,1,6,11,0,0,0,0,0,1,26.0
1593603960000,85693,16,2,0,1,2,12,0,1,10,0,6,1,26.0
1593604320000,85693,16,2,0,1,7,15,0,0,1,0,6,1,26.0
1593604680000,85693,16,2,0,1,3,11,0,0,0,0,0,1,26.0
1593605040000,85693,16,2,0,1,2,11,0,0,0,0,0,1,26.0
1593605400000,85693,16,2,0,1,2,11,0,0,0,0,0,1,26.0
1593605760000,85693,16,2,0,1,3,11,0,0,0,0,0,1,26.0
1593606120000,85693,16,2,0,1,3,11,0,0,0,0,0,1,26.0
1593606480000,85693,16,2,0,1,3,11,0,0,0,0,0,1,26.0
1593606840000,85693,16,2,0,1,3,11,0,0,0,0,0,1,26.0
1593607200000,85693,16,2,0,1,2,11,0,0,0,0,0,1,26.0
1593607560000,85693,16,2,0,1,1,11,0,0,0,0,0,1,26.0
1593607920000,85693,16,2,0,1,2,11,0,0,0,0,0,1,26.0
1593608220000,85693,16,2,0,1,2,11,0,0,0,0,0,1,26.0
1593608640000,85693,16,2,0,1,1,11,0,0,0,0,0,1,26.0
1593609000000,85693,16,2,0,1,3,11,0,0,0,0,0,1,26.0
1593609360000,85693,16,2,0,1,2,11,0,0,0,0,0,1,26.0
1593609720000,85693,16,2,0,1,2,11,0,0,0,0,0,1,26.0
1593610080000,85693,16,2,0,1,2,11,0,0,0,0,0,1,26.0
1593610380000,85693,16,2,0,1,3,12,0,3,1,0,6,1,26.0
1593610740000,85693,16,2,0,1,13,16,0,1,20,0,6,1,26.0
1593611100000,85693,16,2,0,1,5,15,0,1,1,0,6,1,26.0
1593611460000,85693,16,2,0,1,2,12,0,0,0,0,0,1,26.0
1593611820000,85693,16,2,0,1,2,12,0,0,0,0,0,1,26.0
1593612180000,85693,16,2,0,1,1,12,0,0,0,0,0,1,26.0
1593612540000,85693,16,2,0,1,2,12,0,0,0,0,0,1,26.0
1593612900000,85693,16,2,0,1,3,12,0,0,0,0,0,1,26.0
1593613260000,85693,16,2,0,1,3,12,0,0,0,0,0,1,26.0
1593613620000,85693,16,2,0,1,2,12,0,0,0,0,0,1,26.0
1593613920000,85693,16,2,0,1,2,12,0,0,0,0,0,1,26.0
1593614280000,85693,16,2,0,1,1,12,0,0,0,0,0,1,26.0
1593614640000,85693,16,2,0,1,3,12,0,0,0,0,0,1,26.0
1593615000000,85693,16,2,0,1,5,12,0,0,0,0,0,1,26.0
1593615360000,85693,16,2,0,1,5,12,0,0,0,0,0,1,26.0
1593615720000,85693,16,2,0,1,11,12,0,0,0,0,0,1,26.0
1593616020000,85693,16,2,0,1,8,12,0,0,0,0,0,1,26.0
1593616380000,85693,16,2,0,1,3,12,0,0,0,0,0,1,26.0
1593616740000,85693,16,2,0,1,3,12,0,0,0,0,0,1,26.0
1593617100000,85693,16,2,0,1,6,12,0,0,0,0,0,1,26.0
1593617460000,85693,16,2,0,1,9,12,0,0,0,0,0,1,26.0
1593617820000,85693,16,2,0,1,3,12,0,0,0,0,0,1,26.0
1593618120000,85693,16,2,0,1,8,12,0,0,0,0,0,1,26.0
1593618480000,85693,16,2,0,1,2,12,0,0,0,0,0,1,26.0
1593618840000,85693,16,2,0,1,11,12,0,0,0,0,0,1,26.0
1593619140000,85693,16,2,0,1,4,12,0,0,0,0,0,1,26.0
1593619500000,85693,16,2,0,1,2,12,0,0,0,0,0,1,26.0
1593619860000,85693,16,2,0,1,4,12,0,0,0,0,0,1,26.0
1593620220000,85693,16,2,0,1,3,12,0,0,0,0,0,1,26.0
1593620520000,85693,16,2,0,1,11,12,0,0,0,0,0,1,26.0
1593620940000,85693,16,2,0,1,3,12,0,0,0,0,0,1,26.0
1593621240000,85693,16,2,0,1,1,12,0,0,0,0,0,1,26.0
1593621660000,85693,16,2,0,1,2,12,0,0,0,0,0,1,26.0
1593622020000,85693,16,2,0,1,3,12,0,0,0,0,0,1,26.0
1593622320000,85693,16,2,0,1,3,12,0,0,0,0,0,1,26.0
1593622680000,85693,16,2,0,1,2,12,0,0,0,0,0,1,26.0
1593623040000,85693,16,2,0,1,3,12,0,0,0,0,0,1,26.0
1593623400000,85693,16,2,0,1,2,12,0,0,0,0,0,1,26.0
1593623760000,85693,16,2,0,1,4,12,0,0,0,0,0,1,26.0
1593624120000,85693,16,2,0,1,2,12,0,0,0,0,0,1,26.0
1593624480000,85693,16,2,0,1,2,12,0,0,0,0,0,1,26.0
1593624840000,85693,16,2,0,1,1,12,0,0,0,0,0,1,26.0
1593625200000,85693,16,2,0,1,2,12,0,0,0,0,0,1,26.0
1593625560000,85693,16,2,0,1,4,12,0,0,0,0,0,1,26.0
1593625920000,85693,16,2,0,1,3,12,0,0,0,0,0,1,26.0
1593626220000,85693,16,2,0,1,2,12,0,0,0,0,0,1,26.0
1593626580000,85693,16,2,0,1,2,12,0,0,0,0,0,1,26.0
1593626940000,85693,16,2,0,1,3,12,0,0,0,0,0,1,26.0
