timestamp,QUEUE_ID,CU,STATUS,QUEUE_TYPE,PLATFORM,CPU_USAGE,MEM_USAGE,LJOB,RJOB,SJOB,CJOB,FJOB,RESOURCE_TYPE,DISK_USAGE
1590768840000,27,512,2,2,1,2,2,0,0,1,0,0,1,20.0
1590769140000,27,512,2,2,1,1,3,0,0,0,0,0,1,20.0
1590769440000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590769740000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590770040000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590770340000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590770640000,27,512,2,2,1,1,3,0,0,0,0,0,1,20.0
1590771000000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590771300000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590771600000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590771900000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590772200000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590772500000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590772800000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590773100000,27,512,2,2,1,1,3,0,0,0,0,0,1,20.0
1590773400000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590773700000,27,512,2,2,1,1,3,0,0,0,0,0,1,20.0
1590774000000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590774300000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590774600000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590774900000,27,512,2,2,1,1,3,0,0,0,0,0,1,20.0
1590775200000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590775560000,27,512,2,2,1,1,3,0,0,0,0,0,1,20.0
1590775860000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590776160000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590776460000,27,512,2,2,1,1,3,0,0,0,0,0,1,20.0
1590776760000,27,512,2,2,1,1,3,0,0,0,0,0,1,20.0
1590777060000,27,512,2,2,1,1,3,0,0,0,0,0,1,20.0
1590777360000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590777660000,27,512,2,2,1,1,3,0,0,0,0,0,1,20.0
1590777960000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590778260000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590778560000,27,512,2,2,1,1,3,0,0,0,0,0,1,20.0
1590778860000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590779160000,27,512,2,2,1,2,3,0,0,0,0,0,1,20.0
1590779460000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590779760000,27,512,2,2,1,1,3,0,0,0,0,0,1,20.0
1590780120000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590780420000,27,512,2,2,1,1,3,0,0,0,0,0,1,20.0
1590780720000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590781020000,27,512,2,2,1,1,3,0,0,0,0,0,1,20.0
1590781320000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590781620000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590781920000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590782220000,27,512,2,2,1,1,3,0,0,0,0,0,1,20.0
1590782520000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590782820000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590783120000,27,512,2,2,1,1,3,0,0,0,0,0,1,20.0
1590783420000,27,512,2,2,1,1,3,0,0,0,0,0,1,20.0
1590783720000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590784020000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590784320000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590784620000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590784980000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590785280000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590785580000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590785880000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590786180000,27,512,2,2,1,1,3,0,0,0,0,0,1,20.0
1590786480000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590786780000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590787080000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590787380000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590787680000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590787980000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590788280000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590788580000,27,512,2,2,1,1,3,0,0,0,0,0,1,20.0
1590788880000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590789180000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590789540000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590789840000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590790140000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590790440000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590790740000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590791040000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590791340000,27,512,2,2,1,2,3,0,0,0,0,0,1,20.0
1590791640000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590791940000,27,512,2,2,1,2,3,0,0,0,0,0,1,20.0
1590792240000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590792540000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590792840000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590793140000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590793440000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590793740000,27,512,2,2,1,1,3,0,0,0,0,0,1,20.0
1590794040000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590794400000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590794700000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590795000000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590795300000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590795600000,27,512,2,2,1,1,3,0,0,0,0,0,1,20.0
1590795900000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590796200000,27,512,2,2,1,1,3,0,0,0,0,0,1,20.0
1590796500000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590796800000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590797100000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590797400000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590797700000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590798000000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590798360000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590798660000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590798960000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590799260000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590799560000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590799860000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590800160000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590800460000,27,512,2,2,1,0,3,0,0,1,0,0,1,20.0
1590800760000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590801060000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590801360000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590801660000,27,512,2,2,1,1,3,0,0,0,0,0,1,20.0
1590801960000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590802260000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590802560000,27,512,2,2,1,2,3,0,0,0,0,0,1,20.0
1590802920000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590803220000,27,512,2,2,1,1,3,0,0,0,0,0,1,20.0
1590803520000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590803820000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590804120000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590804420000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590804720000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590805020000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590805320000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590805620000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590805920000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590806220000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590806520000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590806820000,27,512,2,2,1,0,3,0,0,0,0,0,1,20.0
1590807180000,27,512,2,2,1,1,3,0,0,0,0,0,1,20.0
1590807480000,27,512,2,2,1,0,3,0,0,5,0,0,1,20.0
1590807780000,27,512,2,2,1,1,3,0,0,6,0,0,1,20.0
1590808080000,27,512,2,2,1,1,3,0,0,3,0,0,1,20.0
1590808380000,27,512,2,2,1,0,4,0,0,0,0,0,1,20.0
1590808680000,27,512,2,2,1,0,4,0,0,0,0,0,1,20.0
1590808980000,27,512,2,2,1,0,4,0,0,0,0,0,1,20.0
1590809280000,27,512,2,2,1,0,4,0,0,0,0,0,1,20.0
1590809580000,27,512,2,2,1,0,4,0,0,2,0,0,1,20.0
1590809880000,27,512,2,2,1,0,4,0,0,0,0,0,1,20.0
1590810180000,27,512,2,2,1,1,4,0,0,0,0,0,1,20.0
1590810480000,27,512,2,2,1,0,4,0,0,0,0,0,1,20.0
1590810840000,27,512,2,2,1,0,4,0,0,0,0,0,1,20.0
1590811140000,27,512,2,2,1,1,7,0,0,6,0,4,1,20.0
1590811440000,27,512,2,2,1,0,9,0,0,0,0,0,1,20.0
1590811740000,27,512,2,2,1,1,9,0,0,0,0,0,1,20.0
1590812040000,27,512,2,2,1,0,6,0,0,0,0,0,1,20.0
1590812340000,27,512,2,2,1,0,2,0,0,0,0,0,1,20.0
1590812640000,27,512,2,2,1,0,2,0,0,0,0,0,1,20.0
1590812940000,27,512,2,2,1,0,2,0,0,0,0,0,1,20.0
1590813240000,27,512,2,2,1,0,2,0,0,0,0,0,1,20.0
1590813540000,27,512,2,2,1,0,2,0,0,0,0,0,1,20.0
1590813840000,27,512,2,2,1,0,2,0,0,0,0,0,1,20.0
1590814140000,27,512,2,2,1,0,2,0,0,0,0,0,1,20.0
1590814500000,27,512,2,2,1,0,2,0,0,0,0,0,1,20.0
1590814800000,27,512,2,2,1,0,2,0,0,0,0,0,1,20.0
1590815100000,27,512,2,2,1,0,2,0,0,0,0,0,1,20.0
1590815400000,27,512,2,2,1,0,2,0,0,0,0,0,1,20.0
1590815700000,27,512,2,2,1,0,2,0,0,0,0,0,1,20.0
1590816000000,27,512,2,2,1,0,2,0,0,0,0,0,1,20.0
1590816300000,27,512,2,2,1,0,2,0,0,0,0,0,1,20.0
1590816600000,27,512,2,2,1,0,2,0,0,0,0,0,1,20.0
1590816900000,27,512,2,2,1,0,2,0,0,0,0,0,1,20.0
1590817200000,27,512,2,2,1,0,2,0,0,0,0,0,1,20.0
1590817500000,27,512,2,2,1,0,2,0,0,0,0,0,1,20.0
1590817800000,27,512,2,2,1,0,2,0,0,0,0,0,1,20.0
1590818160000,27,512,2,2,1,0,2,0,0,0,0,0,1,20.0
