timestamp,QUEUE_ID,CU,STATUS,QUEUE_TYPE,PLATFORM,CPU_USAGE,MEM_USAGE,LJOB,RJOB,SJOB,CJOB,FJOB,RESOURCE_TYPE,DISK_USAGE
1591340040000,85153,64,2,0,1,0,0,1,0,0,0,0,1,0.0
1591340400000,85153,64,2,0,1,10,10,0,1,0,0,0,1,20.0
1591340760000,85153,64,2,0,1,4,10,0,1,1,0,0,1,20.0
1591341120000,85153,64,2,0,1,0,4,0,0,0,0,0,1,20.0
1591341480000,85153,64,2,0,1,8,9,0,1,1,0,0,1,20.0
1591341840000,85153,64,2,0,1,0,4,0,0,0,0,0,1,20.0
1591342200000,85153,64,2,0,1,0,4,0,0,0,0,0,1,20.0
1591342560000,85153,64,2,0,1,0,4,0,1,1,0,0,1,20.0
1591342920000,85153,64,2,0,1,1,4,0,14,1,0,0,1,20.0
1591343280000,85153,64,2,0,1,0,5,0,2,1,0,0,1,20.0
1591343640000,85153,64,2,0,1,0,5,0,0,0,0,0,1,20.0
1591344000000,85153,64,2,0,1,1,5,0,11,1,0,0,1,20.0
1591344420000,85153,64,2,0,1,3,7,0,2,2,0,0,1,20.0
1591344780000,85153,64,2,0,1,1,6,0,2,1,0,0,1,20.0
1591345140000,85153,64,2,0,1,0,6,0,2,1,0,1,1,20.0
1591345500000,85153,64,2,0,1,0,6,0,0,0,0,0,1,20.0
1591345860000,85153,64,2,0,1,0,6,0,0,0,0,0,1,20.0
1591346280000,85153,64,2,0,1,0,6,0,0,0,0,0,1,20.0
1591346640000,85153,64,2,0,1,0,6,0,0,0,0,0,1,20.0
1591347060000,85153,64,2,0,1,0,6,0,0,0,0,0,1,20.0
1591347420000,85153,64,2,0,1,0,6,0,0,0,0,0,1,20.0
1591347840000,85153,64,2,0,1,0,6,0,0,0,0,0,1,20.0
1591348260000,85153,64,2,0,1,0,6,0,0,0,0,0,1,20.0
1591348620000,85153,64,2,0,1,0,6,0,1,2,0,0,1,20.0
1591349040000,85153,64,2,0,1,2,7,0,1,1,0,1,1,20.0
1591349400000,85153,64,2,0,1,2,7,0,1,2,0,0,1,20.0
1591349760000,85153,64,2,0,1,0,7,0,0,0,0,0,1,20.0
1591350120000,85153,64,2,0,1,1,7,0,0,0,0,0,1,20.0
1591350480000,85153,64,2,0,1,1,7,0,0,0,0,0,1,20.0
1591350840000,85153,64,2,0,1,0,7,0,0,0,0,0,1,20.0
1591351200000,85153,64,2,0,1,1,7,0,0,0,0,0,1,20.0
1591351620000,85153,64,2,0,1,1,7,0,0,0,0,0,1,20.0
1591351980000,85153,64,2,0,1,0,7,0,0,0,0,0,1,20.0
1591352340000,85153,64,2,0,1,2,7,0,0,0,0,0,1,20.0
1591352700000,85153,64,2,0,1,1,7,0,0,0,0,0,1,20.0
