timestamp,QUEUE_ID,CU,STATUS,QUEUE_TYPE,PLATFORM,CPU_USAGE,MEM_USAGE,LJOB,RJOB,SJOB,CJOB,FJOB,RESOURCE_TYPE,DISK_USAGE
1596017460000,291,1024,2,2,1,3,2,1,1,1,0,0,1,26.0
1596017760000,291,1024,2,2,1,0,2,0,0,0,0,0,1,26.0
1596018060000,291,1024,2,2,1,0,2,0,0,0,0,0,1,26.0
1596018360000,291,1024,2,2,1,0,2,0,0,0,0,0,1,26.0
1596018660000,291,1024,2,2,1,0,2,0,0,0,0,0,1,26.0
1596018960000,291,1024,2,2,1,0,2,0,0,0,0,0,1,26.0
1596019320000,291,1024,2,2,1,0,2,0,0,0,0,0,1,26.0
1596019620000,291,1024,2,2,1,0,2,0,0,0,0,0,1,26.0
1596019920000,291,1024,2,2,1,0,2,4,1,1,0,0,1,26.0
1596020220000,291,1024,2,2,1,1,3,0,0,0,0,0,1,26.0
1596020520000,291,1024,2,2,1,0,3,0,0,0,0,0,1,26.0
1596020820000,291,1024,2,2,1,0,3,0,0,0,0,0,1,26.0
1596021120000,291,1024,2,2,1,0,3,0,0,0,0,0,1,26.0
1596021420000,291,1024,2,2,1,0,3,0,0,0,0,0,1,26.0
1596021720000,291,1024,2,2,1,0,3,0,0,0,0,0,1,26.0
1596022020000,291,1024,2,2,1,0,3,0,0,0,0,0,1,26.0
1596022380000,291,1024,2,2,1,0,3,0,0,0,0,0,1,26.0
1596022680000,291,1024,2,2,1,0,3,0,0,0,0,0,1,26.0
1596022980000,291,1024,2,2,1,0,3,0,0,0,0,0,1,26.0
1596023280000,291,1024,2,2,1,0,3,0,0,0,0,0,1,26.0
1596023580000,291,1024,2,2,1,0,3,0,0,0,0,0,1,26.0
1596023880000,291,1024,2,2,1,0,3,0,0,0,0,0,1,26.0
1596024180000,291,1024,2,2,1,0,3,0,0,0,0,0,1,26.0
1596024480000,291,1024,2,2,1,0,3,0,0,0,0,0,1,26.0
1596024780000,291,1024,2,2,1,0,3,0,0,0,0,0,1,26.0
1596025080000,291,1024,2,2,1,1,3,0,0,0,0,0,1,26.0
1596025440000,291,1024,2,2,1,0,3,0,0,0,0,0,1,26.0
1596025740000,291,1024,2,2,1,0,3,0,0,0,0,0,1,26.0
1596026040000,291,1024,2,2,1,0,3,0,0,0,0,0,1,26.0
1596026340000,291,1024,2,2,1,0,3,0,0,0,0,0,1,26.0
1596026640000,291,1024,2,2,1,0,3,5,0,1,0,0,1,26.0
1596026940000,291,1024,2,2,1,0,3,5,0,1,0,0,1,26.0
1596027240000,291,1024,2,2,1,0,3,5,0,1,0,0,1,26.0
1596027540000,291,1024,2,2,1,1,3,0,0,0,0,0,1,26.0
1596027840000,291,1024,2,2,1,0,3,0,0,0,0,0,1,26.0
1596028200000,291,1024,2,2,1,0,3,0,0,0,0,0,1,26.0
1596028500000,291,1024,2,2,1,0,3,0,0,0,0,0,1,26.0
1596028800000,291,1024,2,2,1,0,3,0,0,0,0,0,1,26.0
1596029100000,291,1024,2,2,1,0,3,0,0,0,0,0,1,26.0
1596029400000,291,1024,2,2,1,0,3,0,0,0,0,0,1,26.0
1596029700000,291,1024,2,2,1,0,3,0,0,0,0,0,1,26.0
1596030000000,291,1024,2,2,1,0,3,0,0,0,0,0,1,26.0
1596030300000,291,1024,2,2,1,0,3,0,0,0,0,0,1,26.0
1596030660000,291,1024,2,2,1,0,3,0,0,0,0,0,1,26.0
1596030960000,291,1024,2,2,1,0,3,0,0,0,0,0,1,26.0
1596031260000,291,1024,2,2,1,0,3,0,0,0,0,0,1,26.0
1596031560000,291,1024,2,2,1,0,3,0,0,0,0,0,1,26.0
1596031860000,291,1024,2,2,1,1,3,0,0,0,0,0,1,26.0
1596032160000,291,1024,2,2,1,0,3,0,0,0,0,0,1,26.0
1596032460000,291,1024,2,2,1,0,3,0,0,0,0,0,1,26.0
1596032760000,291,1024,2,2,1,0,3,0,0,0,0,0,1,26.0
1596033120000,291,1024,2,2,1,0,3,0,0,0,0,0,1,26.0
1596033420000,291,1024,2,2,1,0,3,0,0,0,0,0,1,26.0
1596033720000,291,1024,2,2,1,0,3,0,0,0,0,0,1,26.0
1596034020000,291,1024,2,2,1,0,3,0,0,0,0,0,1,26.0
1596034320000,291,1024,2,2,1,0,3,0,0,0,0,0,1,26.0
1596034620000,291,1024,2,2,1,0,3,0,0,0,0,0,1,26.0
1596034920000,291,1024,2,2,1,0,3,0,0,0,0,0,1,26.0
1596035220000,291,1024,2,2,1,1,3,0,0,0,0,0,1,26.0
1596035520000,291,1024,2,2,1,0,3,0,0,0,0,0,1,26.0
1596035880000,291,1024,2,2,1,0,3,0,0,0,0,0,1,26.0
1596036180000,291,1024,2,2,1,0,3,0,0,0,0,0,1,26.0
1596036480000,291,1024,2,2,1,0,3,0,0,0,0,0,1,26.0
1596036780000,291,1024,2,2,1,0,3,0,0,0,0,0,1,26.0
1596037080000,291,1024,2,2,1,0,3,0,0,0,0,0,1,26.0
1596037380000,291,1024,2,2,1,1,3,0,0,0,0,0,1,26.0
1596037680000,291,1024,2,2,1,0,3,0,0,0,0,0,1,26.0
1596037980000,291,1024,2,2,1,0,3,0,0,0,0,0,1,26.0
1596038340000,291,1024,2,2,1,0,3,0,0,0,0,0,1,26.0
1596038640000,291,1024,2,2,1,0,3,0,0,0,0,0,1,26.0
1596038940000,291,1024,2,2,1,0,3,0,0,0,0,0,1,26.0
1596039240000,291,1024,2,2,1,1,3,0,0,0,0,0,1,26.0
1596039540000,291,1024,2,2,1,0,3,0,0,0,0,0,1,26.0
1596039840000,291,1024,2,2,1,0,3,0,0,0,0,0,1,26.0
1596040140000,291,1024,2,2,1,1,3,0,0,0,0,0,1,26.0
1596040440000,291,1024,2,2,1,0,12,4,0,12,0,0,1,26.0
1596040740000,291,1024,2,2,1,0,15,0,0,0,0,0,1,26.0
1596041100000,291,1024,2,2,1,0,15,0,0,0,0,0,1,26.0
1596041400000,291,1024,2,2,1,0,15,0,0,0,0,0,1,26.0
1596041700000,291,1024,2,2,1,0,15,4,1,0,0,0,1,26.0
1596042000000,291,1024,2,2,1,0,15,4,0,2,0,0,1,26.0
1596042300000,291,1024,2,2,1,0,15,0,0,0,0,0,1,26.0
1596042600000,291,1024,2,2,1,0,15,0,0,0,0,0,1,26.0
1596042900000,291,1024,2,2,1,1,15,0,0,0,0,0,1,26.0
1596043200000,291,1024,2,2,1,0,15,0,0,0,0,0,1,26.0
1596043560000,291,1024,2,2,1,1,15,0,0,0,0,0,1,26.0
1596043860000,291,1024,2,2,1,1,15,0,0,0,0,0,1,26.0
1596044160000,291,1024,2,2,1,0,15,0,0,0,0,0,1,26.0
1596044460000,291,1024,2,2,1,0,15,0,0,0,0,0,1,26.0
1596044760000,291,1024,2,2,1,1,15,0,0,0,0,0,1,26.0
1596045060000,291,1024,2,2,1,1,15,0,0,0,0,0,1,26.0
1596045360000,291,1024,2,2,1,1,15,0,0,0,0,0,1,26.0
1596045660000,291,1024,2,2,1,0,15,0,0,0,0,0,1,26.0
1596046020000,291,1024,2,2,1,1,15,0,0,0,0,0,1,26.0
1596046320000,291,1024,2,2,1,1,15,0,0,0,0,0,1,26.0
1596046620000,291,1024,2,2,1,0,15,0,0,0,0,0,1,26.0
1596046920000,291,1024,2,2,1,0,15,0,0,0,0,0,1,26.0
1596047220000,291,1024,2,2,1,0,15,0,0,0,0,0,1,26.0
1596047520000,291,1024,2,2,1,0,15,0,0,0,0,0,1,26.0
1596047820000,291,1024,2,2,1,1,15,0,0,0,0,0,1,26.0
1596048120000,291,1024,2,2,1,1,15,0,0,0,0,0,1,26.0
1596048420000,291,1024,2,2,1,0,15,0,0,0,0,0,1,26.0
1596048720000,291,1024,2,2,1,0,15,0,0,0,0,0,1,26.0
1596049080000,291,1024,2,2,1,0,15,0,0,0,0,0,1,26.0
1596049380000,291,1024,2,2,1,0,15,4,1,0,0,0,1,26.0
1596049680000,291,1024,2,2,1,0,15,4,1,0,0,0,1,26.0
1596049980000,291,1024,2,2,1,0,15,4,1,2,0,0,1,26.0
1596050280000,291,1024,2,2,1,0,15,4,1,0,0,0,1,26.0
1596050580000,291,1024,2,2,1,0,15,4,1,0,0,0,1,26.0
1596050880000,291,1024,2,2,1,0,15,4,1,0,0,0,1,26.0
1596051180000,291,1024,2,2,1,0,15,4,1,0,0,0,1,26.0
1596051480000,291,1024,2,2,1,1,15,4,1,0,0,0,1,26.0
1596051840000,291,1024,2,2,1,0,15,4,1,0,0,0,1,26.0
1596052140000,291,1024,2,2,1,0,15,4,1,1,0,0,1,26.0
1596052440000,291,1024,2,2,1,0,15,4,0,1,0,0,1,26.0
1596052740000,291,1024,2,2,1,0,15,0,0,0,0,0,1,26.0
1596053040000,291,1024,2,2,1,1,15,0,0,0,0,0,1,26.0
1596053340000,291,1024,2,2,1,1,15,0,0,0,0,0,1,26.0
